1,709.2666667,10.49944702
2,650.5,4.282713027
3,466.5,12.77744771
4,572.775,10.14486322
5,887.5,8.160566957
6,991.2,5.847586174
7,963.925,5.701407478
8,802.32,10.68555973
9,660.0333333,11.99980946
10,474.975,7.280392432
11,452.65,8.279890424
12,452.65,8.279890424
13,650.3,9.991633537
14,1234.95,8.048057115
15,874.28,4.732266174
16,687.15,6.435535601
17,553.9666667,3.499460912
18,484.5,8.631344497
19,557.6333333,10.02695489
20,301.75,13.32018699
21,660.8666667,10.51963747
22,573.5666667,8.52970286
23,592.95,9.126892438
24,630.6666667,2.881979939
25,787.825,8.698532444
26,843.475,10.83741198
27,1146.6,10.66739726
28,885.1,6.452229895
29,649.3666667,10.27370231
30,1085.275,6.245765494
